JOB,DNG,LOCATION,SUBJOB_COMBINED,REG HR_mean,REG HR_median,sample_size,REG_HR_mode,REG RT_mean,REG RT_median,REG_RT_mode,OT HR_mean,OT HR_median,OT_HR_mode,OT RT_mean,OT RT_median,totalpay_mean,totalpay_median
LOCI,DAY,CENTENNIAL,,9.0,9.0,1,9.0,56.3,56.3,56.3,,,,83.95,83.95,506.7,506.7
LOCI,DAY,NEPTUNE,,7.5886075949367084,7.5,158,7.5,66.72569620253165,56.3,56.3,0.8651315789473685,0.5,0.5,100.03354430379747,83.95,595.2242721518987,548.175
LOCI,GRAVEYARD,NEPTUNE,,6.0,6.0,3,6.0,60.94333333333333,87.2,6.0,1.3333333333333333,0.5,0.5,213.23333333333335,133.72,773.4016666666666,604.64
LOCI,NIGHT,NEPTUNE,,7.588709677419355,7.5,62,7.5,75.06129032258065,70.67,70.67,0.6864406779661016,0.5,0.5,112.1408870967742,105.505,648.1072177419354,583.98
LOCI,NIGHT,VAN WHARVES,,0.0,0.0,11,0.0,76.43818181818182,70.67,70.67,8.545454545454545,9.0,9.0,114.29363636363637,105.505,978.1209090909091,904.23
LOCKERMAN,DAY,ALLIANCE GRAIN,,4.0,4.0,1,4.0,110.0,110.0,110.0,,,,83.6,83.6,440.0,440.0
LOCKERMAN,DAY,LYNNTERM,,8.832432432432432,9.0,74,9.0,58.85108108108109,55.95,55.95,9.0,9.0,9.0,86.36527027027027,83.6,525.0196486486486,503.55
LOCKERMAN,DAY,VITERRA PAC,,8.73076923076923,9.0,13,9.0,55.95,55.95,55.95,,,,83.6,83.6,488.48653846153843,503.55
MOBILE CRANE,DAY,CANADA PLACE,,7.3977272727272725,7.0,44,7.0,71.13545454545455,70.78,55.3,1.8409090909090908,2.0,2.0,106.70318181818183,106.17,729.0506818181818,654.7149999999999
OB,DAY,WATERFRONT TRAIN. CNTR,,3.4583333333333335,4.0,12,4.0,138.21666666666667,110.6,110.6,,,,165.9,165.9,410.10833333333335,442.4
OB,GRAVEYARD,FIBRECO,,4.0,4.0,1,4.0,86.05,86.05,86.05,,,,129.075,129.075,344.2,344.2
OB,NIGHT,VANTERM,,4.0,4.0,1,4.0,69.67,69.67,69.67,,,,104.505,104.505,278.68,278.68
PAINTER,DAY,CENTENNIAL,,4.666666666666667,5.0,3,5.0,57.79999999999999,57.8,57.8,1.0,1.0,1.0,85.45,85.45,355.18333333333334,374.45
PLUMBER,DAY,NEPTUNE,,7.0625,7.5,8,7.5,57.36125,57.95,57.95,1.5,1.5,1.5,84.72625,85.525,515.895625,562.2375
PLUMBER,DAY,PORT MOODY,,4.0,4.0,2,4.0,57.95,57.95,57.95,,,,85.6,85.6,231.8,231.8
PLUMBER,DAY,VAN WHARVES,,4.0,4.0,5,4.0,56.58200000000001,55.67,55.67,4.0,4.0,4.0,95.23299999999999,82.255,409.84799999999996,222.68
PUSHER,DAY,FIBRECO,,4.0,4.0,2,4.0,53.17,53.17,53.17,0.0,0.0,0.0,106.2375,106.2375,106.34,106.34
RAIL MOUNTED GANTRY,DAY,CANADA PLACE,,9.0,9.0,1,9.0,71.78,71.78,71.78,,,,107.17,107.17,646.02,646.02
RAIL MOUNTED GANTRY,DAY,CENTENNIAL,,8.731707317073171,9.0,82,9.0,65.01463414634146,56.3,56.3,0.2222222222222222,0.0,0.0,97.01810975609756,83.95,574.0646341463415,506.7
RAIL MOUNTED GANTRY,GRAVEYARD,CENTENNIAL,,7.5,7.5,224,7.5,87.85263392857144,87.05,87.05,0.0,0.0,0.0,131.3459151785714,130.075,658.8947544642857,652.875
RAIL MOUNTED GANTRY,NIGHT,CENTENNIAL,,9.0,9.0,7,9.0,72.83,70.67,70.67,0.0,0.0,0.0,94.46357142857143,105.505,655.47,636.03
REACHSTACKER,DAY,CENTENNIAL,,8.880952380952381,9.0,42,9.0,61.16166666666667,54.17,53.17,0.0125,0.0,0.0,62.84596428571428,79.755,552.3661097560976,487.53
REACHSTACKER,DAY,VANTERM,,9.25,9.25,2,9.0,53.17,53.17,53.17,,,,79.755,79.755,491.8225,491.8225
REACHSTACKER,GRAVEYARD,CENTENNIAL,,7.5,7.5,21,7.5,85.76523809523809,87.05,87.05,0.0,0.0,0.0,128.38595238095238,130.075,643.2392857142856,652.875
REACHSTACKER,GRAVEYARD,VANTERM,,7.5,7.5,1,7.5,82.73,82.73,82.73,0.0,0.0,0.0,124.095,124.095,620.475,620.475
REACHSTACKER,NIGHT,CENTENNIAL,,9.0,9.0,4,9.0,71.5025,66.98,66.98,,,,57.01875,50.235,643.5225,602.82
REACHSTACKER,NIGHT,VANTERM,,8.75,8.75,1,8.75,66.98,66.98,66.98,,,,100.47,100.47,586.075,586.075
RUBBER TIRE GANTRY,DAY,CANADA PLACE,,7.0,7.0,1,7.0,89.48,89.48,89.48,2.0,2.0,2.0,133.72,133.72,893.8,893.8
RUBBER TIRE GANTRY,DAY,CENTENNIAL,,6.5,5.25,44,4.0,61.154090909090904,56.3,56.3,0.6111111111111112,1.0,1.0,90.29147727272728,83.95,420.7311363636363,432.31
RUBBER TIRE GANTRY,DAY,VANTERM,,6.642857142857143,6.5,21,9.0,62.73904761904762,56.3,56.3,0.4375,0.25,0.0,93.68095238095238,83.95,423.94,506.7
RUBBER TIRE GANTRY,GRAVEYARD,CENTENNIAL,,7.583333333333333,7.5,6,7.5,85.66166666666668,88.265,89.48,,,,128.08,131.89749999999998,648.4441666666667,661.9875
RUBBER TIRE GANTRY,GRAVEYARD,VANTERM,,6.65,7.5,5,7.5,93.904,89.48,89.48,,,,140.356,133.72,609.42,671.1
RUBBER TIRE GANTRY,NIGHT,CENTENNIAL,,6.0,6.0,5,4.0,73.824,70.67,70.67,0.0,0.0,0.0,110.34099999999998,105.505,446.496,407.88
RUBBER TIRE GANTRY,NIGHT,VANTERM,,6.0,6.5,5,6.5,80.32000000000001,83.73,70.67,0.0,0.0,0.0,119.981,125.1,486.74500000000006,544.245
SHIP GANTRY,DAY,LYNNTERM,,4.0,4.0,1,4.0,56.3,56.3,56.3,,,,83.95,83.95,225.2,225.2
STORESPERSON,DAY,CANADA PLACE,,7.0,7.0,4,7.0,59.3875,56.3,56.3,2.0,2.0,2.0,89.33250000000001,83.95,594.3775,562.0
STORESPERSON,DAY,NEPTUNE,,7.392857142857143,7.5,42,7.5,61.61904761904762,56.3,56.3,1.4880952380952381,1.5,1.5,91.92857142857143,83.95,593.0041666666666,548.175
STORESPERSON,DAY,VAN WHARVES,,4.0,4.0,1,4.0,56.3,56.3,56.3,,,,83.95,83.95,225.2,225.2
STORESPERSON,DAY,VANTERM,,9.0,9.0,3,9.0,56.29999999999999,56.3,56.3,,,,83.95,83.95,506.7,506.7
STORESPERSON,NIGHT,NEPTUNE,,7.5,7.5,11,7.5,75.81363636363636,70.67,70.67,1.5,1.5,1.5,113.21409090909091,105.505,738.4234090909091,688.2825
TRACTOR TRAILER,DAY,CENTENNIAL,,9.0,9.0,8,9.0,56.03125,54.17,54.17,0.0,0.0,0.0,83.55125000000001,80.76,504.28125,487.53
TRACTOR TRAILER,DAY,CENTENNIAL,RAIL,9.0,9.0,1,9.0,71.43,71.43,71.43,0.0,0.0,0.0,106.82,106.82,642.87,642.87
TRACTOR TRAILER,DAY,CENTENNIAL,RAIL (HC),8.93142857142857,9.0,175,9.0,62.86177142857142,54.17,54.17,0.0,0.0,0.0,90.84745714285714,80.76,561.1407428571428,487.53
TRACTOR TRAILER,DAY,CENTENNIAL,RAIL (TT),8.863279203771608,9.0,1909,9.0,63.26950759559979,55.95,55.95,0.014705882352941176,0.0,0.0,94.16373493975902,83.6,561.3212126767942,503.55
TRACTOR TRAILER,DAY,CENTENNIAL,SHIP (TT),8.941838046272494,9.0,1556,9.0,63.662577120822625,55.95,55.95,0.02467232074016962,0.0,0.0,95.44687982005142,83.6,571.3831780205655,503.55
TRACTOR TRAILER,DAY,CENTENNIAL,YARD (TT),8.421052631578947,9.0,19,9.0,62.137368421052635,55.95,55.95,0.2857142857142857,0.0,0.0,87.43710526315789,83.6,535.5881578947368,510.965
TRACTOR TRAILER,DAY,DELTAPORT,RAIL (TT),8.0,8.0,2,8.0,71.43,71.43,71.43,1.0,1.0,1.0,106.82,106.82,678.26,678.26
TRACTOR TRAILER,DAY,DELTAPORT,SHIP (TT),8.307692307692308,8.0,13,8.0,60.29,55.95,55.95,0.8461538461538461,1.0,1.0,90.13499999999999,83.6,577.5088461538461,531.2
TRACTOR TRAILER,DAY,FRASER SURREY,SHIP (TT),9.25,9.25,2,8.0,60.615,60.615,53.17,0.5,0.5,0.5,90.9225,90.9225,616.7825,616.7825
TRACTOR TRAILER,DAY,NEPTUNE,BARGE (TT),4.0,4.0,1,4.0,55.95,55.95,55.95,,,,83.6,83.6,223.8,223.8
TRACTOR TRAILER,DAY,NEPTUNE,SHIP (TT),7.5,7.5,1,7.5,71.43,71.43,71.43,0.5,0.5,0.5,106.82,106.82,589.135,589.135
TRACTOR TRAILER,DAY,NEPTUNE,YARD (TT),9.0,9.0,1,9.0,71.43,71.43,71.43,,,,106.82,106.82,642.87,642.87
TRACTOR TRAILER,DAY,VANTERM,RAIL (TT),5.75,4.0,24,4.0,63.031666666666666,55.95,55.95,0.0,0.0,0.0,94.22250000000001,83.6,369.6741666666667,249.32
TRACTOR TRAILER,DAY,VANTERM,SHIP (TT),5.588235294117647,4.0,51,4.0,63.710588235294125,55.95,71.43,0.6724137931034483,1.0,1.0,92.00872549019607,83.6,402.4311,285.72
TRACTOR TRAILER,DAY,VANTERM,YARD (TT),7.25,8.0,4,8.0,57.555,54.17,54.17,0.5,0.5,0.0,86.3425,80.76,465.6875,499.25
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,BARGE (TT),6.833333333333333,6.5,3,6.5,88.32,89.13,89.13,0.6666666666666666,1.0,1.0,132.155,133.37,691.8933333333334,712.715
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,RAIL (HC),7.469613259668508,7.5,181,7.5,83.88005524861879,83.73,83.73,0.0,0.0,0.0,119.14831491712708,125.1,632.9704972375691,627.975
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,RAIL (TT),7.488362068965517,7.5,1740,7.5,88.00761494252873,86.7,86.7,0.015538674033149171,0.0,0.0,131.65861781609195,129.725,661.1846149425287,650.25
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,SHIP (TT),7.474047718710757,7.5,2389,7.5,87.5133151946421,86.7,86.7,0.016524787180771158,0.0,0.0,129.9623880284638,129.725,657.0874413735344,650.25
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,YARD (TT),7.269230769230769,7.5,13,7.5,80.66153846153846,86.7,89.13,0.3333333333333333,0.0,0.0,116.44769230769231,129.725,655.7465384615384,650.25
TRACTOR TRAILER,GRAVEYARD,DELTAPORT,RAIL (TT),6.958333333333333,6.75,12,6.5,88.1175,89.13,89.13,0.75,1.0,1.0,131.85125,133.37,712.0225,702.995
TRACTOR TRAILER,GRAVEYARD,DELTAPORT,SHIP (TT),7.119047619047619,7.5,21,7.5,86.69857142857143,86.7,89.13,0.475,0.0,0.0,129.83261904761906,129.73,675.9266666666667,668.475
TRACTOR TRAILER,GRAVEYARD,FRASER SURREY,RAIL (TT),6.5,6.5,1,6.5,85.07,85.07,85.07,1.0,1.0,1.0,85.07,85.07,638.025,638.025
TRACTOR TRAILER,GRAVEYARD,VANTERM,RAIL (TT),6.216666666666666,7.4,6,7.5,88.32,89.13,89.13,0.5,0.5,0.0,132.155,133.37,572.8773333333334,659.562
TRACTOR TRAILER,GRAVEYARD,VANTERM,SHIP (TT),6.9655172413793105,7.5,29,6.5,78.13586206896552,86.7,89.13,0.4444444444444444,0.25,0.0,116.5746551724138,129.725,571.2197413793103,646.03
TRACTOR TRAILER,GRAVEYARD,VANTERM,YARD (TT),6.5,6.5,1,6.5,89.13,89.13,89.13,1.0,1.0,1.0,133.37,133.37,712.715,712.715
TRACTOR TRAILER,NIGHT,CENTENNIAL,,9.0,9.0,3,9.0,97.46999999999998,100.0,86.07,0.0,0.0,0.0,110.51666666666667,101.47,877.23,900.0
TRACTOR TRAILER,NIGHT,CENTENNIAL,RAIL (HC),9.0,9.0,36,9.0,71.20722222222223,67.98,67.98,0.0,0.0,0.0,97.13805555555557,101.47,645.5031428571428,611.82
TRACTOR TRAILER,NIGHT,CENTENNIAL,RAIL (TT),8.980333670374115,9.0,989,9.0,76.3722649140546,70.32,70.32,0.008883248730964468,0.0,0.0,113.45378159757331,105.155,686.6203907987866,632.88
TRACTOR TRAILER,NIGHT,CENTENNIAL,SHIP (TT),8.886373707533235,9.0,1354,9.0,75.73050960118168,70.32,70.32,0.034955752212389384,0.0,0.0,111.59116322008863,105.155,675.8516004431315,632.88
TRACTOR TRAILER,NIGHT,CENTENNIAL,YARD (TT),8.833333333333334,9.0,6,9.0,79.21499999999999,78.195,70.32,0.5,0.5,0.0,118.46916666666668,116.88250000000001,720.025,717.525
TRACTOR TRAILER,NIGHT,DELTAPORT,RAIL (TT),8.46875,8.0,32,8.0,76.74312499999999,70.32,70.32,0.8387096774193549,1.0,1.0,114.77875,105.155,743.24875,738.035
TRACTOR TRAILER,NIGHT,DELTAPORT,SHIP (TT),8.157894736842104,8.0,38,8.0,74.99973684210526,70.32,85.07,0.8918918918918919,1.0,1.0,112.41407894736841,105.155,711.0781578947368,667.715
TRACTOR TRAILER,NIGHT,FRASER SURREY,RAIL (TT),10.5,10.5,1,10.5,70.32,70.32,70.32,,,,105.155,105.155,738.36,738.36
TRACTOR TRAILER,NIGHT,UNIVAR,RAIL (TT),8.0,8.0,1,8.0,89.13,89.13,89.13,0.5,0.5,0.5,133.37,133.37,779.725,779.725
TRACTOR TRAILER,NIGHT,VANTERM,RAIL (TT),6.583333333333333,8.0,18,8.0,74.35055555555556,70.32,70.32,1.0,1.0,1.0,111.20083333333334,105.155,543.1347222222222,650.2975
TRACTOR TRAILER,NIGHT,VANTERM,SHIP (TT),6.948717948717949,8.0,39,8.0,79.77384615384615,70.32,70.32,0.8203703703703703,1.0,1.0,118.20128205128206,105.155,625.6649358974358,667.715
TRAINER,DAY,CENTENNIAL,BLANK (TRNR),8.0,8.0,2,8.0,75.48,75.48,75.48,2.0,2.0,2.0,112.35,112.35,828.54,828.54
TRAINER,DAY,CENTENNIAL,SENIOR (TRNR),8.6,9.0,5,9.0,77.858,73.73,73.73,1.0,1.0,1.0,116.80799999999999,110.6,798.672,774.17
TRAINER,DAY,NEPTUNE,BLANK (TRNR),8.0,8.0,2,8.0,84.45,84.45,84.45,0.5,0.5,0.5,122.0,122.0,736.6,736.6
TRAINER,DAY,VANTERM,REGULAR,9.0,9.0,1,9.0,72.64,72.64,72.64,,,,108.96,108.96,653.76,653.76
TRAINER,GRAVEYARD,NEPTUNE,BLANK (TRNR),6.5,6.5,2,6.5,114.70833626,114.70833626,112.35,1.0,1.0,1.0,149.2375,149.2375,894.84168569,894.84168569
TRAINER,NIGHT,NEPTUNE,BLANK (TRNR),8.0,8.0,6,8.0,103.586671846,95.226671428,95.226671428,1.0,1.0,1.0,115.66000000000001,106.255,944.353374768,868.068371424
TRAINING,DAY,FRASER SURREY,,6.5,6.5,1,6.5,86.05,86.05,86.05,,,,129.075,129.075,559.325,559.325
TRAINING,DAY,LYNNTERM,,9.5,11.0,3,11.0,65.55,55.3,55.3,0.0,0.0,0.0,98.325,82.95,591.975,608.3
TRAINING,DAY,WATERFRONT TRAIN. CNTR,,4.5625,4.0,8,1.0,75.77125,55.3,55.3,,,,113.656875,82.95,334.99,373.275
WELDER,DAY,CENTENNIAL,,4.0,4.0,1,4.0,57.8,57.8,57.8,1.0,1.0,1.0,85.45,85.45,316.65,316.65
WELDER,DAY,LYNNTERM,,5.5,5.5,1,5.5,57.8,57.8,57.8,,,,82.95,82.95,317.9,317.9
WELDER,DAY,NEPTUNE,,7.5,7.5,2,7.5,57.95,57.95,57.95,1.5,1.5,1.5,85.6,85.6,624.3025,624.3025
WELDER,DAY,VAN WHARVES,,4.0,4.0,1,4.0,55.3,55.3,55.3,,,,82.95,82.95,221.2,221.2
WELDER,GRAVEYARD,NEPTUNE,,6.0,6.0,1,6.0,88.7,88.7,88.7,1.5,1.5,1.5,131.73,131.73,729.795,729.795
WHEAT MACHINE,DAY,ALLIANCE GRAIN,,7.5,7.5,9,7.5,63.173333333333325,55.8,55.8,0.5,0.5,0.5,94.51,83.45,521.055,460.225
WHEAT MACHINE,DAY,CARGILL,,7.5,7.5,6,7.5,70.54666666666667,55.8,55.8,0.5,0.5,0.5,105.57000000000001,83.45,581.8850000000001,460.225
WHEAT MACHINE,DAY,CASCADIA,,7.2,7.5,15,7.5,61.86333333333333,55.8,55.8,0.5,0.5,0.5,92.45866666666667,83.45,491.42816666666664,460.225
WHEAT MACHINE,DAY,G3,,6.863636363636363,7.5,11,7.5,65.27454545454545,55.8,54.32,0.45,0.5,0.5,97.51545454545455,83.45,482.98818181818183,460.225
WHEAT MACHINE,DAY,RICHARDSON,,7.212121212121212,7.5,33,7.5,64.26878787878788,55.8,55.8,0.4838709677419355,0.5,0.5,96.14348484848485,83.45,510.63606060606065,460.225
WHEAT MACHINE,DAY,VITERRA PAC,,7.5,7.5,10,7.5,69.09,55.8,55.8,0.5,0.5,0.5,103.321,83.45,569.8355,460.225
WHEAT MACHINE,GRAVEYARD,ALLIANCE GRAIN,,7.5,7.5,4,7.5,86.9725,87.515,83.88,0.5,0.5,0.5,130.31625,131.39749999999998,717.451875,722.06125
WHEAT MACHINE,GRAVEYARD,CASCADIA,,7.5,7.5,1,7.5,83.88,83.88,83.88,0.5,0.5,0.5,125.25,125.25,691.725,691.725
WHEAT MACHINE,GRAVEYARD,G3,,7.5,7.5,3,7.5,88.21999999999998,88.98,86.55,0.3333333333333333,0.5,0.5,132.05499999999998,133.22,727.6775000000001,733.96
WHEAT MACHINE,GRAVEYARD,RICHARDSON,,7.5,7.5,8,7.5,89.58875,86.55,86.55,0.5625,0.5,0.5,134.093125,129.575,747.0606250000001,713.9125
WHEAT MACHINE,GRAVEYARD,VITERRA PAC,,7.5,7.5,2,7.5,86.7,86.7,86.7,,,,129.65249999999997,129.65249999999997,715.0375,715.0375
WHEAT MACHINE,NIGHT,ALLIANCE GRAIN,,7.5,7.5,1,7.5,88.98,88.98,88.98,0.5,0.5,0.5,133.22,133.22,733.96,733.96
WHEAT MACHINE,NIGHT,CARGILL,,7.5,7.5,5,7.5,79.244,70.17,70.17,0.6,0.5,0.5,118.61599999999999,105.005,664.1385,631.28
WHEAT MACHINE,NIGHT,CASCADIA,,7.5,7.5,7,7.5,76.30142857142857,70.17,68.13,0.5,0.5,0.5,114.05357142857143,105.005,629.2875,578.7775
WHEAT MACHINE,NIGHT,G3,,7.5,7.5,10,7.5,74.649,70.17,70.17,0.5,0.5,0.5,111.56199999999998,105.005,615.6485,578.7775
WHEAT MACHINE,NIGHT,RICHARDSON,,7.5,7.5,9,7.5,75.90666666666667,70.17,70.17,0.5,0.5,0.5,113.53833333333334,105.005,626.0691666666667,578.7775
WHEAT MACHINE,NIGHT,VITERRA PAC,,7.5,7.5,5,7.5,69.354,70.17,70.17,0.5,0.5,0.5,103.651,105.005,571.9805,578.7775
WHEAT SPECIALTY,DAY,ALLIANCE GRAIN,,7.461904761904762,7.5,105,7.5,65.43142857142857,56.45,56.45,0.5,0.5,0.5,97.01023809523808,84.1,532.6941586538461,465.425
WHEAT SPECIALTY,DAY,CARGILL,,7.5,7.5,123,7.5,63.9620325203252,56.45,56.45,0.5043859649122807,0.5,0.5,95.00317073170731,84.1,525.0009349593496,465.425
WHEAT SPECIALTY,DAY,CASCADIA,,7.443359375,7.5,128,7.5,65.420625,56.45,56.45,0.49390243902439024,0.5,0.5,96.2308984375,84.1,531.794453125,465.425
WHEAT SPECIALTY,DAY,G3,,7.5,7.5,143,7.5,65.53517482517483,56.45,56.45,0.5,0.5,0.5,96.59582167832167,84.1,539.3744405594406,465.425
WHEAT SPECIALTY,DAY,RICHARDSON,,7.47953216374269,7.5,171,7.5,63.70614035087719,56.45,56.45,0.5,0.5,0.5,94.52973684210525,84.1,523.1677923976608,465.425
WHEAT SPECIALTY,DAY,VANTERM,,7.5,7.5,1,7.5,56.45,56.45,56.45,0.5,0.5,0.5,84.1,84.1,465.425,465.425
WHEAT SPECIALTY,DAY,VITERRA PAC,,7.4573170731707314,7.5,82,7.5,64.2169512195122,56.45,56.45,0.5,0.5,0.5,94.78798780487804,84.1,526.1183231707317,465.425
WHEAT SPECIALTY,DAY,WATERFRONT TRAIN. CNTR,,7.5,7.5,2,7.5,64.19,64.19,56.45,0.5,0.5,0.5,95.71,95.71,508.255,508.255
WHEAT SPECIALTY,GRAVEYARD,ALLIANCE GRAIN,,7.55,7.5,60,7.5,87.87866666666667,87.2,87.2,0.5,0.5,0.5,131.88841666666664,130.225,710.925,718.55
WHEAT SPECIALTY,GRAVEYARD,CARGILL,,7.454545454545454,7.5,11,7.5,85.59636363636363,83.88,83.88,0.5,0.5,0.5,127.965,125.25,690.1181818181818,691.725
WHEAT SPECIALTY,GRAVEYARD,CASCADIA,,7.383928571428571,7.5,56,7.5,87.71678571428572,87.2,87.2,0.5,0.5,0.5,131.0557142857143,130.225,709.6029017857143,719.1125
WHEAT SPECIALTY,GRAVEYARD,G3,,7.364583333333333,7.5,48,7.5,86.78895833333333,87.2,87.2,0.48936170212765956,0.5,0.5,128.76593749999998,130.225,700.7042708333333,718.2875
WHEAT SPECIALTY,GRAVEYARD,RICHARDSON,,7.490566037735849,7.5,53,7.5,87.56377358490566,87.2,87.2,0.5,0.5,0.5,130.80971698113208,130.225,718.8462264150943,719.1125
WHEAT SPECIALTY,GRAVEYARD,VITERRA PAC,,7.46,7.5,25,7.5,87.87440000000001,87.2,87.2,0.4791666666666667,0.5,0.5,131.2456,130.225,719.6517,719.1125
WHEAT SPECIALTY,GRAVEYARD,WATERFRONT TRAIN. CNTR,,6.0,6.0,1,6.0,87.2,87.2,87.2,0.5,0.5,0.5,130.225,130.225,588.3125,588.3125
WHEAT SPECIALTY,NIGHT,ALLIANCE GRAIN,,7.344444444444444,7.5,45,7.5,90.33577777777776,70.82,70.82,0.5,0.5,0.5,113.79644444444445,105.655,635.5516666666666,583.9775
WHEAT SPECIALTY,NIGHT,CARGILL,,7.5,7.5,56,7.5,75.34267857142856,70.82,70.82,0.49019607843137253,0.5,0.5,109.56482142857143,105.655,611.7025892857143,583.9775
WHEAT SPECIALTY,NIGHT,CASCADIA,,7.5,7.5,37,7.5,79.64405405405405,70.82,70.82,0.5,0.5,0.5,113.92331081081082,105.655,651.318581081081,583.9775
WHEAT SPECIALTY,NIGHT,G3,,7.5,7.5,85,7.5,76.5789411764706,70.82,70.82,0.5421686746987951,0.5,0.5,114.38738235294117,105.655,634.5261764705882,583.9775
WHEAT SPECIALTY,NIGHT,RICHARDSON,,7.5,7.5,100,7.5,77.28359999999999,70.82,70.82,0.4941860465116279,0.5,0.5,114.74525,105.655,629.11525,583.9775
WHEAT SPECIALTY,NIGHT,VITERRA PAC,,7.5,7.5,38,7.5,76.37473684210526,70.82,70.82,0.5,0.5,0.5,110.6503947368421,105.655,625.3183552631579,583.9775
WINCH DRIVER,DAY,CANADA PLACE,,7.0,7.0,4,7.0,77.865,71.78,71.78,1.5,1.5,1.0,116.29750000000001,107.17,709.1324999999999,663.2149999999999
WINCH DRIVER,GRAVEYARD,CHEMTRADE,,0.0,0.0,1,0.0,87.05,87.05,87.05,5.0,5.0,5.0,130.075,130.075,650.375,650.375
